date_long,year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type,purpose1,type1
1962-11-15,1962,62154,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,GUNDI,SHAFT,WR,UNDERGROUND
1962-11-17,1962,62155,USSR,SEMI KAZAKH,DOE,50.0,78.0,0.0,0.0,0.0,18.0,18.0,WR,,ATMOSPH,WR,ATMOSPH
1962-11-24,1962,62156,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.0,0.001,SAM,,SURFACE,PNE,ATMOSPH
1962-11-26,1962,62157,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.031,0.031,SAM,,SURFACE,PNE,ATMOSPH
1962-11-27,1962,62158,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,PNE:PLO,ANACOSTIA,SHAFT,PNE,UNDERGROUND
1962-12-01,1962,62159,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,2.4,2.4,WR,,ATMOSPH,WR,ATMOSPH
1962-12-04,1962,62160,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,TAUNTON,SHAFT,WR,UNDERGROUND
1962-12-07,1962,62161,UK,NTS,UGS,37.1,-116.0,0.0,0.0,0.0,0.0,20.0,WR,TENDRAC,SHAFT,WR,UNDERGROUND
1962-12-12,1962,62162,USA,NTS,UGS,74.3,52.4,0.0,0.0,0.0,0.0,20.0,WR,MADISON,TUNNEL,WR,UNDERGROUND
1962-12-12,1962,62163,USA,NTS,UGS,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,NUMBAT,SHAFT,WR,UNDERGROUND
1962-12-14,1962,62164,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,MANATEE,SHAFT,WR,UNDERGROUND
1962-12-18,1962,62165,USSR,NZ RUSS,DOE,73.0,55.0,0.0,0.0,0.0,110.0,110.0,WR,,ATMOSPH,WR,ATMOSPH
1962-12-18,1962,62166,USSR,NZ RUSS,DOE,73.0,55.0,0.0,0.0,0.0,69.0,69.0,FMS,,ATMOSPH,PNE,ATMOSPH
1962-12-20,1962,62167,USSR,NZ RUSS,DOE,73.0,55.0,0.0,0.0,0.0,8.3,8.3,WR,,ATMOSPH,WR,ATMOSPH
1962-12-22,1962,62168,USSR,NZ RUSS,DOE,73.0,55.0,0.0,0.0,0.0,6.3,6.3,WR,,ATMOSPH,WR,ATMOSPH
1962-12-23,1962,62169,USSR,NZ RUSS,DOE,73.0,55.0,0.0,0.0,0.0,430.0,430.0,WR,,ATMOSPH,WR,ATMOSPH
1962-12-23,1962,62170,USSR,NZ RUSS,MTM,73.0,55.0,0.0,0.0,0.0,8.3,8.3,WR,,ATMOSPH,WR,ATMOSPH
1962-12-23,1962,62171,USSR,NZ RUSS,MTM,73.0,55.0,0.0,0.0,0.0,2.4,2.4,WR,,ATMOSPH,WR,ATMOSPH
1962-12-23,1962,62172,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.0,0.001,SAM,,SURFACE,PNE,ATMOSPH
1962-12-24,1962,62173,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.007,0.007,SAM,,SURFACE,PNE,ATMOSPH
1962-12-24,1962,62174,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.028,0.028,SAM,,SURFACE,PNE,ATMOSPH
1962-12-24,1962,62175,USSR,NZ RUSS,UGS,74.2,52.3,0.0,0.0,0.0,24200.0,24200.0,WR,,ATMOSPH,WR,ATMOSPH
1962-12-24,1962,62176,USSR,NZ RUSS,UGS,73.6,57.5,0.0,0.0,0.0,1100.0,1100.0,WR,,ATMOSPH,WR,ATMOSPH
1962-12-25,1962,62177,USSR,NZ RUSS,UGS,73.4,56.5,0.0,0.0,0.0,3100.0,3100.0,WR,,ATMOSPH,WR,ATMOSPH
1962-12-25,1962,62178,USSR,NZ RUSS,MTM,73.0,55.0,0.0,0.0,0.0,8.5,8.5,WR,,ATMOSPH,WR,ATMOSPH
1963-02-08,1963,63001,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,CASSELMAN,SHAFT,WR,UNDERGROUND
1963-02-08,1963,63002,USA,NTS,DOE,37.0,-116.0,4.5,0.0,0.3,0.0,20.0,WR,ACUSHI,SHAFT,WR,UNDERGROUND
1963-02-08,1963,63003,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,FERRET,SHAFT,WR,UNDERGROUND
1963-02-08,1963,63004,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,HATCHIE,SHAFT,WR,UNDERGROUND
1963-02-15,1963,63005,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,SE,CHIPMUNK,SHAFT,PNE,UNDERGROUND
1963-02-21,1963,63006,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,CARMEL,SHAFT,WR,UNDERGROUND
1963-02-21,1963,63007,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,PNE:PLO,KAWEAH,SHAFT,PNE,UNDERGROUND
1963-03-01,1963,63008,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,JERBOA,SHAFT,WR,UNDERGROUND
1963-03-15,1963,63009,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,TOYAH,SHAFT,WR,UNDERGROUND
1963-03-18,1963,63010,FRANCE,IN ECKER ALG,UGS,24.0,5.0,0.0,0.0,0.0,0.0,20.0,WR,EMERAUDE,GALLERY,WR,UNDERGROUND
1963-03-29,1963,63011,USA,NTS,UGS,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,GERBIL,SHAFT,WR,UNDERGROUND
1963-03-30,1963,63012,FRANCE,IN ECKER ALG,DOE,24.0,5.0,0.0,0.0,0.0,0.0,5.0,WR,AMETHYSTE,GALLERY,WR,UNDERGROUND
1963-04-05,1963,63013,USA,NTS,UGS,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,FERRET PRIME,SHAFT,WR,UNDERGROUND
1963-04-10,1963,63014,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,SE,COYPU,SHAFT,PNE,UNDERGROUND
1963-04-11,1963,63015,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,CUMBERLAND,SHAFT,WR,UNDERGROUND
1963-04-24,1963,63016,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,KOOTANAI,SHAFT,WR,UNDERGROUND
1963-04-24,1963,63017,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,PAISANO,SHAFT,WR,UNDERGROUND
1963-05-09,1963,63018,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,GUNDI PRIME,SHAFT,WR,UNDERGROUND
1963-05-15,1963,63043,USA,NELLIS NV,DOE,37.0,-115.0,0.0,0.0,0.0,0.0,0.0,TRANSP,DOUBLE TRACKS,SURFACE,TRANSP,ATMOSPH
1963-05-17,1963,63019,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,HARKEE,SHAFT,WR,UNDERGROUND
1963-05-17,1963,63020,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,SE,TEJON,SHAFT,PNE,UNDERGROUND
1963-05-22,1963,63021,USA,NTS,UGS,37.1,-116.0,0.0,0.0,0.0,20.0,200.0,WR,STONES,SHAFT,WR,UNDERGROUND
1963-05-25,1963,63044,USA,NELLIS NV,DOE,37.0,-115.0,0.0,0.0,0.0,0.0,0.0,TRANSP,CLEAN SLATE:I,SURFACE,TRANSP,ATMOSPH
1963-05-29,1963,63022,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,PLEASANT,SHAFT,WR,UNDERGROUND
1963-05-31,1963,63045,USA,NELLIS NV,DOE,37.0,-115.0,0.0,0.0,0.0,0.0,0.0,TRANSP,CLEAN SLATE:II,SURFACE,TRANSP,ATMOSPH
1963-06-05,1963,63023,USA,NTS,UGS,37.2,-116.2,0.0,0.0,0.0,3.1,3.1,WR,YUBA,TUNNEL,WR,UNDERGROUND
1963-06-06,1963,63024,USA,NTS,UGS,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,HUTIA,SHAFT,WR,UNDERGROUND
1963-06-06,1963,63025,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,APSHAPA,SHAFT,WR,UNDERGROUND
1963-06-09,1963,63046,USA,NELLIS NV,DOE,37.0,-115.0,0.0,0.0,0.0,0.0,0.0,TRANSP,CLEAN SLATE:III,SURFACE,TRANSP,ATMOSPH
1963-06-14,1963,63026,USA,NTS,UGS,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,MATACO,SHAFT,WR,UNDERGROUND
1963-06-25,1963,63027,USA,NTS,UGS,37.1,-116.1,0.0,0.0,0.0,0.0,20.0,WR,KENNEBEC,SHAFT,WR,UNDERGROUND
1963-08-12,1963,63028,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,PEKAN,SHAFT,WR,UNDERGROUND
1963-08-15,1963,63029,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,SATSOP,SHAFT,WR,UNDERGROUND
1963-08-23,1963,63030,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,NATCHES/KOHOCTO,SHAFT,WR,UNDERGROUND
1963-09-13,1963,63031,USA,NTS,UGS,37.2,-116.1,0.0,0.0,0.0,0.0,20.0,WR,AHTANUM,SHAFT,WR,UNDERGROUND
1963-09-13,1963,63032,USA,NTS,UGS,37.1,-116.0,0.0,0.0,0.0,249.0,249.0,WR,EILBY,SHAFT,WR,UNDERGROUND
1963-09-27,1963,63047,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,CARP,SHAFT,WR,UNDERGROUND
1963-09-27,1963,63048,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,NARRAGUAGUS,SHAFT,WR,UNDERGROUND
1963-10-11,1963,63033,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,GRUNION,SHAFT,WR,UNDERGROUND
1963-10-11,1963,63034,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,PNE:PLO,TORNILLO,SHAFT,PNE,UNDERGROUND
1963-10-16,1963,63035,USA,NTS,DOE,37.0,-116.0,5.3,0.0,0.6,20.0,200.0,WR,CLEARWATER,SHAFT,WR,UNDERGROUND
1963-10-17,1963,63049,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,SE,MULLET,SHAFT,PNE,UNDERGROUND
1963-10-20,1963,63036,FRANCE,IN ECKER ALG,UGS,24.1,5.1,0.0,0.0,0.0,0.0,150.0,WR,RUBIS,GALLERY,WR,UNDERGROUND
1963-10-26,1963,63037,USA,FALLON NV,DOE,39.2,-118.38,0.0,0.0,0.0,12.0,12.0,PNE:V,SHOAL,SHAFT,PNE,UNDERGROUND
1963-11-14,1963,63038,USA,NTS,UGS,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,ANCHOVY,SHAFT,WR,UNDERGROUND
1963-11-15,1963,63039,USA,NTS,UGS,37.1,-116.0,0.0,0.0,0.0,0.0,20.0,WR,MUSTANG,SHAFT,WR,UNDERGROUND
1963-11-22,1963,63040,USA,NTS,UGS,37.1,-116.0,0.0,0.0,0.0,20.0,200.0,WR,GREYS,SHAFT,WR,UNDERGROUND
1963-12-04,1963,63041,USA,NTS,UGS,36.9,-116.3,0.0,0.0,0.0,0.0,20.0,WR,SARDINE/BARRACU,SHAFT,WR,UNDERGROUND
1963-12-12,1963,63042,USA,NTS,UGS,37.1,-115.9,0.0,0.0,0.0,5.3,5.3,WR,EAGLE,SHAFT,WR,UNDERGROUND
1963-12-20,1963,63050,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,10.0,20.0,WR,TUNA,SHAFT,WR,UNDERGROUND
1964-01-16,1964,64001,USA,NTS,UGS,37.1,-116.0,0.0,0.0,0.0,20.0,200.0,WR,FORE,SHAFT,WR,UNDERGROUND
1964-01-23,1964,64002,USA,NTS,UGS,37.1,-116.0,0.0,0.0,0.0,10.5,10.5,WR,OCOKTO,SHAFT,WR,UNDERGROUND
1964-01-30,1964,64044,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,CLUB,SHAFT,WR,UNDERGROUND
1964-02-12,1964,64045,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,SOLENDON,SHAFT,WR,UNDERGROUND
1964-02-13,1964,64046,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,BUNKER,SHAFT,WR,UNDERGROUND
1964-02-14,1964,64003,FRANCE,IN ECKER ALG,DOE,24.054,5.053,0.0,0.0,0.0,0.0,5.0,WR,OPALE,GALLERY,WR,UNDERGROUND
1964-02-18,1964,64047,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,BONEFISH,SHAFT,WR,UNDERGROUND
1964-02-18,1964,64048,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,MACKAREL,SHAFT,WR,UNDERGROUND
1964-02-20,1964,64004,USA,NTS,UGS,37.2,-116.0,0.0,0.0,0.0,20.0,200.0,PNE:PLO,KLICKITAT,SHAFT,PNE,UNDERGROUND
1964-03-12,1964,64049,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,HANDICAP,SHAFT,WR,UNDERGROUND
1964-03-13,1964,64005,USA,NTS,UGS,37.1,-116.0,0.0,0.0,0.0,0.0,20.0,WR,PIKE,SHAFT,WR,UNDERGROUND
1964-03-15,1964,64006,USSR,SEMI KAZAKH,UGS,49.7,78.0,5.6,0.0,0.0,20.0,150.0,WE,,TUNNEL,PNE,UNDERGROUND
1964-04-14,1964,64007,USA,NTS,UGS,37.1,-116.0,0.0,0.0,0.0,0.0,20.0,WR,HOOK,SHAFT,WR,UNDERGROUND
1964-04-15,1964,64008,USA,NTS,UGS,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,STURGEON,SHAFT,WR,UNDERGROUND
1964-04-17,1964,64050,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,BOGEY,SHAFT,WR,UNDERGROUND
1964-04-24,1964,64009,USA,NTS,UGS,37.1,-116.1,0.0,0.0,0.0,20.0,200.0,WR,TURF,SHAFT,WR,UNDERGROUND
1964-04-29,1964,64010,USA,NTS,UGS,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,PIPEFISH,SHAFT,WR,UNDERGROUND
1964-05-07,1964,64051,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,DRIVER,SHAFT,WR,UNDERGROUND
1964-05-14,1964,64011,USA,NTS,UGS,37.1,-116.0,0.0,0.0,0.0,0.0,20.0,WR,BACKSWING,SHAFT,WR,UNDERGROUND
1964-05-15,1964,64012,USA,NTS,UGS,37.0,-116.1,0.0,0.0,0.0,0.0,20.0,WR,MINNOW,SHAFT,WR,UNDERGROUND
1964-05-16,1964,64013,USSR,SEMI KAZAKH,UGS,49.9,78.3,5.6,0.0,0.0,20.0,150.0,WR,,TUNNEL,WR,UNDERGROUND
1964-06-06,1964,64014,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.001,20.0,FMS,,TUNNEL,PNE,UNDERGROUND
1964-06-11,1964,64015,USA,NTS,UGS,37.2,-116.1,0.0,0.0,0.0,0.0,20.0,PNE:PLO,ACE,SHAFT,PNE,UNDERGROUND
1964-06-12,1964,64052,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,BITTERLING,SHAFT,WR,UNDERGROUND
1964-06-15,1964,64016,FRANCE,IN ECKER ALG,DOE,24.067,5.034,0.0,0.0,0.0,0.0,5.0,,TOPAZE,GALLERY,,UNDERGROUND
1964-06-18,1964,64053,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,DUFFER,SHAFT,WR,UNDERGROUND
1964-06-25,1964,64017,USA,NTS,UGS,37.1,-116.1,0.0,0.0,0.0,0.0,20.0,WR,FADE,SHAFT,WR,UNDERGROUND
1964-06-30,1964,64018,USA,NTS,UGS,37.2,-116.1,0.0,0.0,0.0,0.0,20.0,PNE:PLO,DUB,SHAFT,PNE,UNDERGROUND
1964-07-16,1964,64019,USA,NTS,UGS,37.2,-116.1,0.0,0.0,0.0,20.0,200.0,WR,BYE,SHAFT,WR,UNDERGROUND
1964-07-17,1964,64020,UK,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,CORMORANT,SHAFT,WR,UNDERGROUND
1964-07-19,1964,64021,USSR,SEMI KAZAKH,UGS,49.9,78.1,5.5,0.0,0.0,20.0,150.0,FMS,,TUNNEL,PNE,UNDERGROUND
1964-07-23,1964,64054,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,LINKS,SHAFT,WR,UNDERGROUND
1964-07-24,1964,64055,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,TROGON,SHAFT,WR,UNDERGROUND
1964-08-18,1964,64022,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.001,20.0,WR,,TUNNEL,WR,UNDERGROUND
1964-08-19,1964,64023,USA,NTS,UGS,37.2,-116.1,0.0,0.0,0.0,4.4,4.4,WR,ALVA,SHAFT,WR,UNDERGROUND
1964-08-22,1964,64024,USA,NTS,UGS,37.1,-116.0,0.0,0.0,0.0,0.0,20.0,WR,CANVASBACK,SHAFT,WR,UNDERGROUND
1964-08-27,1964,64056,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,SE,PLAYER,SHAFT,PNE,UNDERGROUND
1964-08-28,1964,64025,USA,NTS,UGS,37.1,-116.0,0.0,0.0,0.0,0.0,20.0,WR,HADDOCK,SHAFT,WR,UNDERGROUND
1964-09-04,1964,64026,USA,NTS,UGS,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,GUANAY,SHAFT,WR,UNDERGROUND
1964-09-11,1964,64057,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,SPOON,SHAFT,WR,UNDERGROUND
1964-09-18,1964,64027,USSR,NZ RUSS,UGS,72.9,55.2,4.3,0.0,0.0,0.001,20.0,FMS,,TUNNEL,PNE,UNDERGROUND
1964-09-25,1964,64058,UK,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,0.0,WR,COURSER,SHAFT,WR,UNDERGROUND
1964-09-30,1964,64028,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.001,20.0,FMS,,TUNNEL,PNE,UNDERGROUND
1964-10-02,1964,64029,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,AUK,SHAFT,WR,UNDERGROUND
1964-10-09,1964,64030,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,38.0,38.0,PNE:PLO,PAR,SHAFT,PNE,UNDERGROUND
1964-10-16,1964,64031,CHINA,LOP NOR,DOE,41.5,89.0,0.0,0.0,0.0,22.0,22.0,WR,,TOWER,WR,ATMOSPH
1964-10-16,1964,64032,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,BARBELTURNSTONE,SHAFT,WR,UNDERGROUND
1964-10-22,1964,64033,USA,HATTIESB MS,DOE,31.0,-89.0,0.0,0.0,0.0,5.3,5.3,PNE:V,SALMON,SHAFT,PNE,UNDERGROUND
1964-10-23,1964,64059,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,GARDEN,SHAFT,WR,UNDERGROUND
1964-10-25,1964,64034,USSR,NZ RUSS,UGS,73.5,53.7,4.9,0.0,0.0,0.001,20.0,PNE,,TUNNEL,PNE,UNDERGROUND
1964-10-31,1964,64035,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,FOREST,SHAFT,WR,UNDERGROUND
1964-11-05,1964,64036,USA,NTS,UGS,37.2,-116.1,0.0,0.0,0.0,12.0,12.0,PNE:PLO,HANDCAR,SHAFT,PNE,UNDERGROUND
1964-11-16,1964,64037,USSR,SEMI KAZAKH,UGS,49.7,78.0,6.0,0.0,0.0,20.0,150.0,PNE,,TUNNEL,PNE,UNDERGROUND
1964-11-28,1964,64038,FRANCE,IN ECKER ALG,DOE,24.042,5.041,0.0,0.0,0.0,0.0,20.0,WR,TURQUOISE,GALLERY,WR,UNDERGROUND
1964-12-05,1964,64039,USA,NTS,UGS,37.1,-116.1,0.0,0.0,0.0,20.0,200.0,WR,CREPE,SHAFT,WR,UNDERGROUND
1964-12-05,1964,64040,USA,NTS,UGS,37.1,-116.1,0.0,0.0,0.0,0.0,20.0,WR,DRILL,SHAFT,WR,UNDERGROUND
1964-12-16,1964,64041,USA,NTS,UGS,37.0,-116.0,0.0,0.0,0.0,1.3,1.3,WR,PARROT,SHAFT,WR,UNDERGROUND
1964-12-16,1964,64042,USA,NTS,UGS,37.0,-116.1,0.0,0.0,0.0,2.7,2.7,WE,MUDPACK,SHAFT,PNE,UNDERGROUND
1964-12-16,1964,64060,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR/SE,CASSOWARYHOOPOE,SHAFT,WR,UNDERGROUND
1964-12-18,1964,64043,USA,NTS,UGS,37.0,-116.3,0.0,0.0,0.0,0.092,0.092,PNE:PLO,SULKY,SHAFT,PNE,UNDERGROUND
1965-01-14,1965,65001,USA,NTS,ISC,37.07,-116.01,0.0,0.0,0.0,0.0,20.0,WR,WOOL,SHAFT,WR,UNDERGROUND
1965-01-15,1965,65002,USSR,SEMI KAZAKH,ISC,49.88,78.96,5.8,0.0,0.0,140.0,140.0,PNE,CHAGAN,SHAFT,PNE,UNDERGROUND
1965-01-29,1965,65051,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,TERN,SHAFT,WR,UNDERGROUND
1965-02-04,1965,65003,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.001,20.0,FMS,,TUNNEL,PNE,UNDERGROUND
1965-02-04,1965,65004,USA,NTS,ISC,37.07,-116.03,0.0,0.0,0.0,0.0,20.0,WR,CASHMERE,SHAFT,WR,UNDERGROUND
1965-02-12,1965,65005,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.33,0.33,WR,ALPACA,SHAFT,WR,UNDERGROUND
1965-02-16,1965,65006,USA,NTS,ISC,36.99,-116.0,0.0,0.0,0.0,10.1,10.1,WR,MERLIN,SHAFT,WR,UNDERGROUND
1965-02-18,1965,65007,USA,NTS,ISC,36.72,-115.94,0.0,0.0,0.0,0.0,20.0,WE,WISHBONE,SHAFT,PNE,UNDERGROUND
1965-02-19,1965,65052,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,SEERSUCKER,SHAFT,WR,UNDERGROUND
1965-02-27,1965,65008,FRANCE,IN ECKER ALG,ISC,24.16,5.03,5.6,0.0,0.0,0.0,150.0,WR,SAPHIR,GALLERY,WR,UNDERGROUND
1965-03-03,1965,65009,USSR,SEMI KAZAKH,ISC,49.81,78.13,5.5,0.0,0.0,0.001,20.0,WR,,TUNNEL,WR,UNDERGROUND
1965-03-03,1965,65010,USA,NTS,ISC,37.01,-116.08,0.0,0.0,0.0,20.0,200.0,WR,WAGTAIL,SHAFT,WR,UNDERGROUND
1965-03-20,1965,65053,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,SUEDE,SHAFT,WR,UNDERGROUND
1965-03-26,1965,65011,USA,NTS,ISC,37.11,-116.09,0.0,0.0,0.0,20.0,200.0,WR,CUP,SHAFT,WR,UNDERGROUND
1965-03-27,1965,65012,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.001,20.0,WR,,TUNNEL,WR,UNDERGROUND
1965-03-30,1965,65013,USSR,BASHKIR RUSS,MTM,53.0,56.0,0.0,0.0,0.0,2.3,2.3,PNE,BUTAN 1+2,SHAFT,PNE,UNDERGROUND
1965-04-05,1965,65015,USA,NTS,ISC,36.95,-116.08,0.0,0.0,0.0,0.0,20.0,WR,KESTREL,SHAFT,WR,UNDERGROUND
1965-04-14,1965,65016,USA,NTS,ISC,37.26,-116.54,0.0,0.0,0.0,4.3,4.3,PNE:PLO,PALANQUIN,CRATER,PNE,ATMOSPH
1965-04-21,1965,65017,USA,NTS,ISC,36.97,-116.23,5.0,0.0,0.0,0.0,20.0,WE,GUM DROP,TUNNEL,PNE,UNDERGROUND
1965-04-22,1965,65054,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,CHENILLE,SHAFT,WR,UNDERGROUND
1965-04-23,1965,65018,USA,NTS,ISC,36.96,-115.94,0.0,0.0,0.0,0.0,20.0,WR,MUSCOVY,SHAFT,WR,UNDERGROUND
1965-05-07,1965,65019,USA,NTS,ISC,37.14,-116.1,0.0,0.0,0.0,7.0,7.0,WE,TEE,SHAFT,PNE,UNDERGROUND
1965-05-11,1965,65020,USSR,SEMI KAZAKH,ISC,49.79,78.12,4.9,0.0,0.0,0.001,20.0,WR,,TUNNEL,WR,UNDERGROUND
1965-05-12,1965,65021,USA,NTS,ISC,37.2,-116.5,0.0,0.0,0.0,0.0,20.0,WR,BUTEO,SHAFT,WR,UNDERGROUND
1965-05-14,1965,65022,CHINA,LOP NOR,DOE,41.5,89.0,0.0,0.0,0.0,35.0,35.0,WR,,AIRDROP,WR,ATMOSPH
1965-05-14,1965,65023,USA,NTS,ISC,37.07,-116.05,0.0,0.0,0.0,0.0,20.0,WR,SCAUP,SHAFT,WR,UNDERGROUND
1965-05-14,1965,65024,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.75,0.75,WR,CAMBRIO,SHAFT,WR,UNDERGROUND
1965-05-21,1965,65025,USA,NTS,ISC,37.07,-116.04,0.0,0.0,0.0,0.0,20.0,WR,TWEED,SHAFT,WR,UNDERGROUND
1965-05-30,1965,65026,FRANCE,IN ECKER ALG,DOE,24.0,5.0,0.0,0.0,0.0,0.0,5.0,WR,JADE,GALLERY,WR,UNDERGROUND
1965-06-10,1965,65027,USSR,BASHKIR RUSS,MTM,53.0,56.0,0.0,0.0,0.0,7.6,7.6,PNE,BUTAN,SHAFT,PNE,UNDERGROUND
1965-06-11,1965,65028,USA,NTS,ISC,37.0,-116.05,0.0,0.0,0.0,1.3,1.3,WR,PETREL,SHAFT,WR,UNDERGROUND
1965-06-11,1965,65055,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,ORGANDY,SHAFT,WR,UNDERGROUND
1965-06-16,1965,65029,USA,NTS,ISC,36.83,-116.06,0.0,0.0,0.0,0.0,20.0,WE,DILUTED WATERS,SHAFT,PNE,UNDERGROUND
1965-06-17,1965,65030,USSR,SEMI KAZAKH,ISC,49.83,78.17,5.8,0.0,0.0,0.001,20.0,PNE,,TUNNEL,PNE,UNDERGROUND
