date_long,year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type,purpose1,type1
1971-06-19,1971,71009,USSR,SEMI KAZAKH,UGS,50.0,77.7,5.5,0.0,0.0,0.001,20.0,WR,,SHAFT,WR,UNDERGROUND
1971-06-23,1971,71010,USA,NTS,UGS,37.0,-116.0,4.8,0.0,0.0,20.0,200.0,WR,LAGUNA,SHAFT,WR,UNDERGROUND
1971-06-23,1971,71041,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,SE,DEXTER,SHAFT,PNE,UNDERGROUND
1971-06-24,1971,71011,USA,NTS,UGS,37.1,-116.1,5.2,0.0,0.0,20.0,200.0,WR,HAREBELL,SHAFT,WR,UNDERGROUND
1971-06-29,1971,71012,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WE,CAMPHOR,TUNNEL,PNE,UNDERGROUND
1971-06-30,1971,71013,USSR,SEMI KAZAKH,UGS,50.0,79.1,5.4,0.0,0.0,0.001,20.0,WR,,SHAFT,WR,UNDERGROUND
1971-07-01,1971,71014,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,PNE:V,DIAMOND MINE,TUNNEL,PNE,UNDERGROUND
1971-07-02,1971,71015,USSR,URAL RUSS,DOE,64.0,55.0,0.0,0.0,0.0,2.3,2.3,PNE,GLOBUS,SHAFT,PNE,UNDERGROUND
1971-07-04,1971,71016,FRANCE,MURUROA,DOE,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WR,JAPET,BALLOON,WR,ATMOSPH
1971-07-08,1971,71017,USA,NTS,UGS,37.1,-116.1,5.5,0.0,0.0,83.0,83.0,PNE:PLO,KINIATA,SHAFT,PNE,UNDERGROUND
1971-07-09,1971,71042,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,BRACKEN,SHAFT,WR,UNDERGROUND
1971-07-10,1971,71018,USSR,URAL RUSS,UGS,64.2,55.2,5.3,0.0,0.0,2.3,2.3,PNE,GLOBUS,SHAFT,PNE,UNDERGROUND
1971-07-21,1971,71043,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,APODACA,SHAFT,WR,UNDERGROUND
1971-08-04,1971,71044,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,BARRANCA,SHAFT,WR,UNDERGROUND
1971-08-05,1971,71045,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,NAMA A/M,SHAFT,WR,UNDERGROUND
1971-08-06,1971,71046,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,BALTIC,SHAFT,WR,UNDERGROUND
1971-08-08,1971,71019,FRANCE,MURUROA,DOE,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WR,PHOEBE,BALLOON,WR,ATMOSPH
1971-08-14,1971,71020,FRANCE,MURUROA,UGS,-21.9,-139.0,4.7,0.0,0.0,0.0,1000.0,WR,RHEA,BALLOON,WR,ATMOSPH
1971-08-18,1971,71021,USA,NTS,UGS,37.1,-116.0,5.4,0.0,0.0,20.0,200.0,WR,ALGODONES,SHAFT,WR,UNDERGROUND
1971-09-19,1971,71022,USSR,URAL RUSS,UGS,57.8,41.1,4.5,0.0,0.0,2.3,2.3,PNE,GLOBUS,SHAFT,PNE,UNDERGROUND
1971-09-22,1971,71038,USA,NTS,DIS,37.07,-115.97,0.0,0.0,0.0,0.0,20.0,SE/WR,FRIJOLES,SHAFT,PNE,UNDERGROUND
1971-09-27,1971,71023,USSR,NZ RUSS,UGS,73.4,55.1,6.4,5.2,0.0,150.0,1500.0,WR,,TUNNEL,WR,UNDERGROUND
1971-09-29,1971,71024,USA,NTS,UGS,37.0,-116.0,4.4,0.0,0.0,0.0,20.0,WR,PEDERNAL,SHAFT,WR,UNDERGROUND
1971-09-29,1971,71047,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,CHANTILLY,SHAFT,WR,UNDERGROUND
1971-10-04,1971,71025,USSR,ARKHAN RUSS,UGS,61.6,47.1,5.1,0.0,0.0,2.3,2.3,PNE,GLOBUS,SHAFT,PNE,UNDERGROUND
1971-10-08,1971,71026,USA,NTS,UGS,37.1,-116.0,4.7,0.0,0.0,0.0,20.0,WR,CATHAY,SHAFT,WR,UNDERGROUND
1971-10-09,1971,71027,USSR,SEMI KAZAKH,UGS,50.0,77.7,5.4,0.0,0.0,12.0,12.0,WR,,SHAFT,WR,UNDERGROUND
1971-10-14,1971,71039,USA,NTS,DIS,37.32,-116.14,0.0,0.0,0.0,0.0,20.0,WR,LAGOON,SHAFT,WR,UNDERGROUND
1971-10-21,1971,71028,USSR,SEMI KAZAKH,UGS,50.0,77.6,5.6,0.0,0.0,23.0,23.0,WR,,SHAFT,WR,UNDERGROUND
1971-10-22,1971,71029,USSR,ORENBG RUSS,UGS,51.6,54.5,5.3,0.0,0.0,15.0,15.0,PNE,SAPFIR,SHAFT,PNE,UNDERGROUND
1971-11-06,1971,71030,USA,AMCHITKA AK,UGS,51.5,179.1,6.8,5.7,0.0,0.0,5000.0,WR,CANNIKIN,SHAFT,WR,UNDERGROUND
1971-11-18,1971,71031,CHINA,LOP NOR,DOE,41.5,89.0,0.0,0.0,0.0,15.0,15.0,WR,,TOWER,WR,ATMOSPH
1971-11-24,1971,71032,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WE,DIAGONAL LINE,SHAFT,PNE,UNDERGROUND
1971-11-29,1971,71033,USSR,SEMI KAZAKH,UGS,49.8,78.1,5.5,0.0,0.0,0.0,20.0,WR,,TUNNEL,WR,UNDERGROUND
1971-11-30,1971,71040,USA,NTS,DIS,37.16,-116.15,0.0,0.0,0.0,0.0,20.0,WR,PARNASSIA,SHAFT,WR,UNDERGROUND
1971-12-14,1971,71034,USA,NTS,UGS,37.1,-116.1,4.7,0.0,0.0,20.0,200.0,WR,CHAENACTIS,SHAFT,WR,UNDERGROUND
1971-12-14,1971,71048,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,HOSPAH,SHAFT,WR,UNDERGROUND
1971-12-14,1971,71049,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,YERBA,SHAFT,WR,UNDERGROUND
1971-12-15,1971,71035,USSR,SEMI KAZAKH,UGS,50.0,77.9,4.9,0.0,0.0,0.001,20.0,WE,,TUNNEL,PNE,UNDERGROUND
1971-12-22,1971,71036,USSR,AZGIR KAZAKH,UGS,47.9,48.2,6.0,0.0,0.0,64.0,64.0,PNE,,SHAFT,PNE,UNDERGROUND
1971-12-30,1971,71037,USSR,SEMI KAZAKH,UGS,49.8,78.1,5.8,0.0,0.0,20.0,150.0,WR,,TUNNEL,WR,UNDERGROUND
1971-12-30,1971,71053,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.001,20.0,WR,,TUNNEL,WR,UNDERGROUND
1972-01-05,1972,72042,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,MESCALERO,SHAFT,WR,UNDERGROUND
1972-01-07,1972,72001,CHINA,LOP NOR,DOE,41.5,89.0,0.0,0.0,0.0,8.0,8.0,WR,,AIRDROP,WR,ATMOSPH
1972-02-03,1972,72036,USA,NTS,DIS,36.98,-115.81,0.0,0.0,0.0,0.0,20.0,WR,COWLES,SHAFT,WR,UNDERGROUND
1972-02-10,1972,72002,USSR,SEMI KAZAKH,UGS,50.0,78.9,5.5,0.0,0.0,16.0,16.0,WR,,SHAFT,WR,UNDERGROUND
1972-02-17,1972,72043,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,DIANTHUS,SHAFT,WR,UNDERGROUND
1972-03-10,1972,72003,USSR,SEMI KAZAKH,UGS,49.8,78.2,5.5,0.0,0.0,0.001,20.0,WR,,TUNNEL,WR,UNDERGROUND
1972-03-18,1972,72004,CHINA,LOP NOR,DOE,41.5,89.0,0.0,0.0,0.0,170.0,170.0,WR,,AIRDROP,WR,ATMOSPH
1972-03-23,1972,72044,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,SAPPHO,SHAFT,WR,UNDERGROUND
1972-03-28,1972,72005,USSR,SEMI KAZAKH,UGS,49.7,78.2,5.2,0.0,0.0,0.0,20.0,WR/P/SA,,TUNNEL,WR,UNDERGROUND
1972-03-30,1972,72037,USA,NTS,DIS,36.97,-116.05,0.0,0.0,0.0,0.0,20.0,WR,ONAJA/OCATE,SHAFT,WR,UNDERGROUND
1972-04-11,1972,72006,USSR,MARY TURKMEN,DOE,37.4,62.0,0.0,0.0,0.0,15.0,15.0,PNE,CRATER,SHAFT,PNE,UNDERGROUND
1972-04-19,1972,72007,USA,NTS,UGS,37.122,-116.083,4.6,0.0,0.0,0.0,20.0,WR,LONGCHAMPS,SHAFT,WR,UNDERGROUND
1972-04-19,1972,72045,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,JICARILLA,SHAFT,WR,UNDERGROUND
1972-04-20,1972,72055,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.0,0.001,SAM,,TUNNEL,PNE,UNDERGROUND
1972-05-02,1972,72008,USA,NTS,UGS,37.2,-116.2,5.0,0.0,0.0,0.0,20.0,WE,MISTY NORTH,TUNNEL,PNE,UNDERGROUND
1972-05-11,1972,72038,USA,NTS,DIS,37.25,-116.11,0.0,0.0,0.0,0.0,20.0,WR,KARA,SHAFT,WR,UNDERGROUND
1972-05-17,1972,72009,USA,NTS,UGS,37.12,-116.088,4.4,0.0,0.0,0.0,20.0,WR,ZINNIA,SHAFT,WR,UNDERGROUND
1972-05-19,1972,72010,USA,NTS,UGS,37.004,-116.002,4.9,0.0,0.0,0.0,20.0,WR,MONERO,SHAFT,WR,UNDERGROUND
1972-06-07,1972,72011,USSR,SEMI KAZAKH,UGS,49.8,78.2,5.5,0.0,0.0,0.001,20.0,WE,,TUNNEL,PNE,UNDERGROUND
1972-06-07,1972,72046,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,MERIDA,SHAFT,WR,UNDERGROUND
1972-06-25,1972,72012,FRANCE,MURUROA,DOE,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WR,UMBRIEL,BALLOON,WR,ATMOSPH
1972-06-28,1972,72039,USA,NTS,DIS,37.12,-116.04,0.0,0.0,0.0,0.0,20.0,WR,CAPITAN,SHAFT,WR,UNDERGROUND
1972-06-28,1972,72047,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,HAPLOPAPPUS,SHAFT,WR,UNDERGROUND
1972-06-28,1972,72048,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,TAJIQUE,SHAFT,WR,UNDERGROUND
1972-06-30,1972,72013,FRANCE,MURUROA,DOE,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WR,TITANIA,BALLOON,WR,ATMOSPH
1972-07-06,1972,72014,USSR,SEMI KAZAKH,UGS,49.7,78.0,4.4,0.0,0.0,0.001,20.0,WE,,TUNNEL,PNE,UNDERGROUND
1972-07-09,1972,72015,USSR,UKRAINE,DOE,0.0,0.0,0.0,0.0,0.0,3.8,3.8,PNE,FAKEL,SHAFT,PNE,UNDERGROUND
1972-07-20,1972,72016,USA,NTS,UGS,37.215,-116.183,5.0,0.0,0.0,0.0,20.0,WE,DIAMOND SCULLS,TUNNEL,PNE,UNDERGROUND
1972-07-25,1972,72040,USA,NTS,DIS,37.02,-116.03,0.0,0.0,0.0,0.0,20.0,WR,ATARQUE,SHAFT,WR,UNDERGROUND
1972-07-27,1972,72017,FRANCE,MURUROA,DOE,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WR,OBERON,BALLOON,WR,ATMOSPH
1972-07-27,1972,72054,USSR,NZ RUSS,MTM,71.0,54.0,0.0,0.0,0.0,0.001,20.0,FMS,,SHAFT,PNE,UNDERGROUND
1972-07-31,1972,72018,FRANCE,MURUROA,SPA,-22.0,-139.0,0.0,0.0,0.0,0.0,0.0,SE,ARIEL,TOWER,PNE,ATMOSPH
1972-08-09,1972,72049,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR/SE,CEB/CUCH/SOL,SHAFT,WR,UNDERGROUND
1972-08-16,1972,72019,USSR,SEMI KAZAKH,UGS,49.8,78.1,5.2,0.0,0.0,8.0,8.0,WE,,TUNNEL,PNE,UNDERGROUND
1972-08-20,1972,72020,USSR,KAZAKH,UGS,49.5,48.2,5.7,0.0,0.0,6.6,6.6,PNE,REGION,SHAFT,PNE,UNDERGROUND
1972-08-26,1972,72021,USSR,SEMI KAZAKH,UGS,50.0,77.0,5.5,0.0,0.0,0.001,20.0,WR,,SHAFT,WR,UNDERGROUND
1972-08-28,1972,72022,USSR,NZ RUSS,UGS,73.3,55.1,6.3,4.7,0.0,20.0,1500.0,WR,,TUNNEL,WR,UNDERGROUND
1972-09-02,1972,72023,USSR,SEMI KAZAKH,UGS,50.0,77.7,5.1,0.0,0.0,2.0,2.0,WR,,SHAFT,WR,UNDERGROUND
1972-09-04,1972,72024,USSR,MURM RUSS,UGS,67.7,33.4,4.6,0.0,0.0,2.1,2.1,PNE,DNEPR-1,TUNNEL,PNE,UNDERGROUND
1972-09-21,1972,72025,USSR,ORENBG RUSS,UGS,52.1,52.0,5.1,0.0,0.0,2.3,2.3,PNE,REGION,SHAFT,PNE,UNDERGROUND
1972-09-21,1972,72026,USA,NTS,UGS,37.082,-116.037,5.7,4.3,0.0,20.0,200.0,WR,OSCURO,SHAFT,WR,UNDERGROUND
1972-09-26,1972,72027,USA,NTS,UGS,37.122,-116.085,4.4,0.0,0.0,15.0,15.0,WR,DELPHINIUM,SHAFT,WR,UNDERGROUND
1972-10-03,1972,72028,USSR,KALMYK RUSS,UGS,46.8,45.0,5.8,0.0,0.0,6.6,6.6,PNE,REGION,SHAFT,PNE,UNDERGROUND
1972-11-02,1972,72029,USSR,SEMI KAZAKH,UGS,49.9,78.8,6.2,0.0,0.0,165.0,165.0,WR,,SHAFT,WR,UNDERGROUND
1972-11-09,1972,72041,USA,NTS,DIS,37.25,-116.32,0.0,0.0,0.0,0.0,20.0,WR,AKBAR,SHAFT,WR,UNDERGROUND
1972-11-09,1972,72050,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,ARSENATE,SHAFT,WR,UNDERGROUND
1972-11-17,1972,72051,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR/SE,CANNA U/L,SHAFT,WR,UNDERGROUND
1972-11-24,1972,72030,USSR,ORENBG RUSS,UGS,52.8,51.1,4.7,0.0,0.0,2.3,2.3,PNE,REGION,SHAFT,PNE,UNDERGROUND
1972-11-24,1972,72031,USSR,KAZAKH,UGS,51.8,64.2,5.2,0.0,0.0,6.6,6.6,PNE,REGION,SHAFT,PNE,UNDERGROUND
1972-12-10,1972,72032,USSR,SEMI KAZAKH,UGS,49.8,78.1,5.7,0.0,0.0,0.0,150.0,WR,,TUNNEL,WR,UNDERGROUND
1972-12-10,1972,72033,USSR,SEMI KAZAKH,UGS,50.1,78.8,0.0,0.0,0.0,140.0,140.0,PNE,,SHAFT,PNE,UNDERGROUND
1972-12-12,1972,72052,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,TULOSO,SHAFT,WR,UNDERGROUND
1972-12-14,1972,72053,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,SOLANUM,SHAFT,WR,UNDERGROUND
1972-12-21,1972,72034,USA,NTS,UGS,37.14,-116.083,5.0,0.0,0.0,0.0,20.0,WE,FLAX SOURCE,SHAFT,PNE,UNDERGROUND
1972-12-21,1972,72056,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,200.0,WE,FLAX T/B,SHAFT,PNE,UNDERGROUND
1972-12-28,1972,72035,USSR,SEMI KAZAKH,DOE,51.7,77.2,0.0,0.0,0.0,0.001,20.0,WR,,TUNNEL,WR,UNDERGROUND
1973-02-14,1973,73035,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,ALUMROOT,SHAFT,WR,UNDERGROUND
1973-02-16,1973,73001,USSR,SEMI KAZAKH,UGS,49.8,78.2,5.6,0.0,0.0,20.0,150.0,WR,,TUNNEL,WR,UNDERGROUND
1973-03-08,1973,73002,USA,NTS,UGS,37.103,-116.027,5.4,0.0,0.0,20.0,200.0,WR,MIERA,SHAFT,WR,UNDERGROUND
1973-03-23,1973,73036,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,GAZOOK,SHAFT,WR,UNDERGROUND
1973-04-05,1973,73037,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,NATOMA,SHAFT,WR,UNDERGROUND
1973-04-19,1973,73003,USSR,SEMI KAZAKH,UGS,50.0,77.7,5.4,0.0,0.0,0.001,20.0,WR,,SHAFT,WR,UNDERGROUND
1973-04-25,1973,73004,USA,NTS,UGS,37.005,-116.028,4.7,0.0,0.0,0.0,20.0,WR,ANGUS/VELARDE,SHAFT,WR,UNDERGROUND
1973-04-26,1973,73005,USA,NTS,UGS,37.123,-116.059,5.6,0.0,0.0,90.0,90.0,WR,STARWORT,SHAFT,WR,UNDERGROUND
1973-04-26,1973,73038,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,COLMOR,SHAFT,WR,UNDERGROUND
1973-05-09,1973,73039,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,MESITA,SHAFT,WR,UNDERGROUND
1973-05-17,1973,73006,USA,RIFLE CO,UGS,39.793,-108.366,5.4,4.1,0.0,33.0,33.0,PNE:PLO,RIO BLANCO 1-3,SHAFT,PNE,UNDERGROUND
1973-05-24,1973,73007,USA,NTS,DOE,37.18,-116.09,0.0,0.0,0.0,0.0,20.0,WR,CABRESTO,SHAFT,WR,UNDERGROUND
1973-05-24,1973,73008,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,KASHAN,SHAFT,WR,UNDERGROUND
1973-06-05,1973,73009,USA,NTS,UGS,37.185,-116.215,5.1,0.0,0.0,0.0,20.0,WE,DIDO QUEEN,TUNNEL,PNE,UNDERGROUND
1973-06-06,1973,73010,USA,NTS,UGS,37.245,-116.346,6.1,0.0,0.0,200.0,1000.0,WR,ALMENDRO,SHAFT,WR,UNDERGROUND
1973-06-21,1973,73011,USA,NTS,UGS,37.1,-116.0,5.3,0.0,0.0,20.0,200.0,WR,POTRILLO,SHAFT,WR,UNDERGROUND
1973-06-27,1973,73012,CHINA,LOP NOR,UGS,40.6,89.5,4.8,0.0,0.0,0.0,0.0,WR,,AIRDROP,WR,ATMOSPH
1973-06-28,1973,73013,USA,NTS,UGS,37.148,-116.086,4.9,0.0,0.0,20.0,200.0,WR,PORTULACA,SHAFT,WR,UNDERGROUND
1973-06-28,1973,73014,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,SILEKE,SHAFT,WR,UNDERGROUND
1973-07-10,1973,73015,USSR,SEMI KAZAKH,UGS,49.8,78.1,5.4,0.0,0.0,0.0,20.0,WE/SAM,,TUNNEL,PNE,UNDERGROUND
1973-07-21,1973,73016,FRANCE,MURUROA,DOE,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WR,EUTERPE,BALLOON,WR,ATMOSPH
1973-07-23,1973,73017,USSR,SEMI KAZAKH,UGS,50.0,78.9,6.3,4.7,0.0,150.0,1500.0,PNE,,SHAFT,PNE,UNDERGROUND
1973-07-28,1973,73018,FRANCE,MURUROA,DOE,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WR,MELPOMENE,BALLOON,WR,ATMOSPH
1973-08-15,1973,73019,USSR,KAZAKH,UGS,42.7,67.4,5.3,0.0,0.0,6.3,6.3,PNE,MERIDIAN,SHAFT,PNE,UNDERGROUND
1973-08-18,1973,73020,FRANCE,MURUROA,DOE,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WR,PALLAS,BALLOON,WR,ATMOSPH
1973-08-24,1973,73021,FRANCE,MURUROA,DOE,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WR,PARTHENOPE,BALLOON,WR,ATMOSPH
1973-08-28,1973,73022,USSR,KAZAKH,UGS,50.5,68.4,5.3,0.0,0.0,6.3,6.3,PNE,MERIDIAN,SHAFT,PNE,UNDERGROUND
1973-08-28,1973,73034,FRANCE,W MURUROA,DIS,-22.0,-140.0,0.0,0.0,0.0,0.0,20.0,WR,TAMARA,AIRDROP,WR,ATMOSPH
1973-09-12,1973,73023,USSR,NZ RUSS,UGS,73.3,55.2,6.8,5.0,0.0,150.0,10000.0,WR,,TUNNEL,WR,UNDERGROUND
1973-09-13,1973,73045,FRANCE,MURUROA,SPA,-22.0,-139.0,0.0,0.0,0.0,0.0,0.0,WR,VESTA,TOWER,WR,ATMOSPH
1973-09-19,1973,73024,USSR,KAZAKH,UGS,45.6,67.8,5.2,0.0,0.0,6.3,6.3,PNE,MERIDIAN,SHAFT,PNE,UNDERGROUND
1973-09-20,1973,73046,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.0,0.001,WR,,SHAFT,WR,UNDERGROUND
1973-09-27,1973,73025,USSR,NZ RUSS,UGS,70.8,53.9,6.0,4.9,0.0,20.0,150.0,FMS,,SHAFT,PNE,UNDERGROUND
1973-09-30,1973,73026,USSR,ORENBG RUSS,UGS,51.6,54.6,5.2,0.0,0.0,10.0,10.0,PNE,SAPFIR,SHAFT,PNE,UNDERGROUND
1973-10-02,1973,73040,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,POLYGONUM,SHAFT,WR,UNDERGROUND
1973-10-02,1973,73041,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,WALLER,SHAFT,WR,UNDERGROUND
1973-10-12,1973,73027,USA,NTS,UGS,37.2,-116.203,4.8,0.0,0.0,0.0,20.0,WE,HUSCY ACE,TUNNEL,PNE,UNDERGROUND
1973-10-26,1973,73028,USSR,SEMI KAZAKH,UGS,49.8,78.2,5.3,4.4,0.0,0.001,20.0,WE,,TUNNEL,PNE,UNDERGROUND
1973-10-26,1973,73029,USSR,BASHKIR RUSS,UGS,53.7,55.4,4.8,0.0,0.0,10.0,10.0,PNE,KAMA 2,SHAFT,PNE,UNDERGROUND
1973-10-27,1973,73030,USSR,NZ RUSS,UGS,70.8,54.2,6.9,5.5,0.0,1500.0,10000.0,WR,,SHAFT,WR,UNDERGROUND
1973-11-04,1973,73047,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.001,20.0,WR,,SHAFT,WR,UNDERGROUND
1973-11-28,1973,73031,USA,NTS,UGS,36.9,-116.0,4.4,0.0,0.0,0.0,20.0,WR,,SHAFT,WR,UNDERGROUND
1973-12-12,1973,73032,USA,NTS,DOE,37.06,-116.57,4.4,0.0,0.0,0.0,20.0,WR,PAJARA,SHAFT,WR,UNDERGROUND
1973-12-13,1973,73042,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,SEAFOAM,SHAFT,WR,UNDERGROUND
1973-12-14,1973,73033,USSR,SEMI KAZAKH,UGS,50.0,79.0,6.0,4.4,0.0,20.0,150.0,WR,,SHAFT,WR,UNDERGROUND
1973-12-19,1973,73043,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,ELIDA,SHAFT,WR,UNDERGROUND
1973-12-19,1973,73044,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,SE,SPAR,SHAFT,PNE,UNDERGROUND
1973-12-31,1973,73048,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.001,20.0,WR,,TUNNEL,WR,UNDERGROUND
1974-01-10,1974,74044,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,PINEDROPS S/T/B,SHAFT,WR,UNDERGROUND
1974-01-30,1974,74001,USSR,SEMI KAZAKH,UGS,49.9,78.0,4.6,0.0,0.0,0.0,20.0,WE,,TUNNEL,PNE,UNDERGROUND
1974-02-27,1974,74003,USA,NTS,UGS,37.104,-116.053,5.8,0.0,0.0,20.0,200.0,WR,LATIR,SHAFT,WR,UNDERGROUND
1974-02-28,1974,74054,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.0,0.001,SAM,,TUNNEL,PNE,UNDERGROUND
1974-03-14,1974,74045,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,HULSEA,SHAFT,WR,UNDERGROUND
1974-04-12,1974,74046,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,SAPELLO,SHAFT,WR,UNDERGROUND
1974-04-16,1974,74005,USSR,SEMI KAZAKH,DOE,50.0,78.0,0.0,0.0,0.0,0.001,20.0,WR,,SHAFT,WR,UNDERGROUND
1974-04-23,1974,74047,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,PORTRERO,SHAFT,WR,UNDERGROUND
1974-05-01,1974,74048,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,PLOMO,SHAFT,WR,UNDERGROUND
1974-05-08,1974,74049,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,JIB,SHAFT,WR,UNDERGROUND
1974-05-16,1974,74006,USSR,SEMI KAZAKH,UGS,49.743,78.15,5.3,0.0,0.0,0.001,20.0,WR,,TUNNEL,WR,UNDERGROUND
1974-05-18,1974,74007,INDIA,POKHRAN,UGS,26.9,71.7,5.0,0.0,0.0,0.0,20.0,PNE,,SHAFT,PNE,UNDERGROUND
1974-05-22,1974,74008,USA,NTS,ISC,37.06,-116.11,4.6,0.0,0.0,0.0,20.0,WE,GROVE,SHAFT,PNE,UNDERGROUND
1974-05-23,1974,74009,UK,NTS,UGS,37.1,-116.1,4.8,0.0,0.0,20.0,200.0,WR,FALLON,SHAFT,WR,UNDERGROUND
1974-05-31,1974,74010,USSR,SEMI KAZAKH,UGS,49.952,78.844,5.9,0.0,0.0,20.0,150.0,PNE,,SHAFT,PNE,UNDERGROUND
1974-06-06,1974,74011,USA,NTS,ISC,36.96,-116.02,0.0,0.0,0.0,0.0,20.0,WR,,SHAFT,WR,UNDERGROUND
1974-06-16,1974,74012,FRANCE,MURUROA,WTN,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WR,CAPRICORNE,BALLOON,WR,ATMOSPH
1974-06-17,1974,74013,CHINA,LOP NOR,DOE,39.5,89.4,4.6,4.3,0.0,200.0,1000.0,WR,,ATMOSPH,WR,ATMOSPH
1974-06-19,1974,74014,USA,NTS,UGS,37.2,-116.2,5.0,0.0,0.0,0.0,20.0,WE,MING BLADE,TUNNEL,PNE,UNDERGROUND
1974-06-25,1974,74015,USSR,SEMI KAZAKH,UGS,49.889,78.115,4.7,0.0,0.0,0.001,20.0,WE,,TUNNEL,PNE,UNDERGROUND
1974-07-01,1974,74055,FRANCE,MURUROA,SPA,-22.0,-139.0,0.0,0.0,0.0,0.0,0.0,SE,BELIER,TOWER,PNE,ATMOSPH
